city,lat,lon,pm25_2021_05_08,pm25_2021_05_09,pm25_2021_05_10,pm25_2021_05_11,pm25_2021_05_12,pm25_2021_05_13,pm25_2021_05_14,pm25_2021_05_15,pm25_2021_05_16,pm25_2021_05_17,pm25_2021_05_18,pm25_2021_05_19,pm25_2021_05_20,pm25_2021_05_21,pm25_2021_05_22,pm25_2021_05_23,pm25_2021_05_24,pm25_2021_05_25,pm25_2021_05_26,pm25_2021_05_27,pm25_2021_05_28,pm25_2021_05_29,pm25_2021_05_30,pm25_2021_05_31,pm25_2021_06_01,pm25_2021_06_02,pm25_2021_06_03,pm25_2021_06_04,pm25_2021_06_05,pm25_2021_06_06,pm25_2021_06_07
Cambridge,42.3759,-71.1185,0.2575,2.91917,2.71042,5.8575,1.33208,1.29375,2.17625,2.86333,3.62042,4.67083,6.92333,4.61417,4.68458,7.95167,5.55792,11.78042,2.4875,2.20833,3.12917,14.13583,8.02958,1.62417,1.06708,1.16958,1.33458,6.6975,20.44792,5.74917,4.425,8.24125,12.52458,19.65667
SugarLand,29.5935,-95.6357,0.30917,8.76,9.74542,10.87667,11.08417,3.09625,8.21625,11.735,6.76167,7.955,8.17708,7.96833,3.86833,5.04083,4.10417,4.82875,5.95,4.37292,5.77458,6.8325,9.40833,7.16833,4.57875,6.8575,8.19958,8.62208,17.95792,15.01375,2.4275,4.48125,3.82667,8.22958
TexasCity,29.4128,-94.9658,0.31875,8.57208,9.6575,12.525,12.14,3.27458,5.5425,6.27875,6.15167,8.14667,9.30083,8.46667,3.27917,3.04167,3.47792,6.045,5.7825,5.06375,5.72333,6.62333,8.68625,6.155,3.30375,5.23917,7.77042,7.62875,13.02833,11.88042,1.845,3.21917,4.54583,10.43542
IowaCity,41.6559,-91.5303,0.04,1.41042,1.95917,2.08417,1.48583,3.85042,5.74875,5.00167,5.115,6.99333,6.80417,7.13583,3.33458,3.46208,3.28083,4.31083,3.16958,6.56875,2.91958,2.85917,3.73,0.81917,2.32708,7.23,10.05292,9.76042,12.46333,8.09042,7.9225,6.17542,2.88,1.07875
Saginaw,43.4199,-83.9501,0.06167,0.98667,4.76958,1.32208,0.52083,1.54958,3.385,5.93875,6.62417,8.90375,12.8675,17.66458,13.53583,7.00167,8.01542,7.07167,6.35208,2.52708,7.19583,1.73542,0.71333,0.5975,0.94333,3.90667,8.76167,10.41167,10.34625,9.8325,9.33,8.18125,5.35083,2.27208
Chico,39.7575,-121.8152,0.02375,0.78667,0.51583,0.78833,1.68833,3.97583,7.0875,8.87958,5.71167,4.2375,6.55708,7.59625,2.27375,0.50208,0.5,0.56583,2.2525,3.2,0.67542,0.78833,4.20917,4.3025,6.95792,5.45042,1.685,4.25333,7.415,8.23958,10.04417,8.05458,2.71333,1.675
Dover,39.161,-75.5203,0.24833,3.78333,2.94,3.32875,3.27542,1.41125,2.3325,4.37625,8.33958,3.61917,8.22833,6.11208,8.18958,10.77958,4.88792,8.79042,5.70625,2.57042,3.61833,12.04542,8.90458,7.59917,1.18625,1.3425,3.6625,8.61333,5.99542,1.64542,2.00042,9.66833,8.88542,4.64542
Clearwater,27.9789,-82.7622,0.15333,3.01167,5.7525,4.57292,7.44667,10.35208,5.24417,5.19292,4.45,4.10125,6.20875,2.69125,2.34792,3.20625,5.1025,4.13333,3.80083,5.61375,6.82542,7.94083,12.14292,11.20375,6.29417,4.43875,5.98167,5.34458,3.57083,5.47958,2.84792,2.75458,4.70708,6.72958
Coeurd'Alene,47.7041,-116.7935,0.02083,0.50625,0.87958,1.03083,2.08083,2.26375,2.70958,1.69375,2.25125,3.22542,3.51958,0.6,0.8725,0.64458,0.5,0.63708,2.49333,0.68833,0.54208,1.81875,1.41708,0.64917,1.23875,1.59417,3.085,2.79167,3.2125,3.565,2.08708,0.79125,0.645,0.63667
Seaside,36.6224,-121.8191,0.18708,5.0875,3.41792,4.97625,7.24958,8.3275,7.08708,3.0125,4.22,4.7725,2.57875,1.92375,2.67125,3.74917,3.66,3.91375,3.13292,3.2075,2.64625,3.76625,2.35292,4.03917,5.67292,5.79125,6.39167,7.70625,3.66042,2.3375,3.23792,3.78333,4.2425,3.50292
Independence,39.0871,-94.3501,0.10542,3.34833,1.86625,5.45875,7.38625,3.51292,3.03208,3.02917,4.44375,4.83125,4.93375,2.48625,1.21917,1.30875,1.17833,2.58417,4.89458,6.57208,2.5,5.99125,3.28542,1.515,2.155,3.76625,5.6175,6.51625,9.41875,15.1175,7.89208,4.97375,2.16125,1.7225
WestJordan,40.6024,-112.0008,0.10083,2.44083,2.94292,1.91292,2.04083,8.44458,8.30708,8.00792,8.0975,6.05833,7.77583,8.91042,6.21583,6.25958,4.20083,5.90917,2.41833,2.97917,6.755,3.21083,5.18125,6.56417,2.34792,6.09792,8.58167,5.89708,5.2425,6.65917,6.62958,9.61417,6.9075,5.68125
Brandon,27.9367,-82.3000,0.16625,3.66708,5.37292,5.10292,7.685,8.36917,5.54208,4.12792,4.315,3.895,5.30833,2.50875,2.21167,3.22125,4.98417,4.19625,2.83792,4.68958,6.22292,7.9075,10.70583,12.55708,7.09542,6.00208,5.06667,4.05833,1.95292,3.46875,2.82833,2.13708,4.75417,6.20917
Bloomington,39.1637,-86.5257,0.11083,1.34208,2.91375,4.12917,3.06292,1.31208,3.11,6.23,6.70917,8.69042,8.9,9.97958,5.34583,3.96333,4.21417,8.57833,9.6875,11.25042,11.40375,6.24792,7.56083,4.94708,2.50875,5.30833,5.985,11.24,9.5225,6.74292,14.335,13.78292,6.63542,4.36333
ElMonte,34.0739,-118.0291,0.35125,9.17625,11.72917,8.36458,20.94333,25.70458,19.24625,14.6225,4.34833,4.51083,6.70708,20.465,12.8425,5.37458,7.38083,5.93125,14.85125,24.38417,21.35917,13.90083,10.97292,17.46542,8.24792,13.06917,13.11042,23.94875,25.98125,12.16667,13.47792,6.74417,5.69958,6.63
NorthCharleston,32.9066,-80.0722,0.10542,2.645,5.12958,6.54625,5.02958,4.535,3.68958,3.3725,5.09417,8.06333,7.61583,4.0575,2.69042,3.01583,4.88875,5.32458,4.26625,7.0575,6.65958,9.07875,9.09208,10.465,6.49958,2.3275,2.89833,3.99292,2.48125,3.30625,3.02417,5.07542,5.75375,7.62083
Carlsbad,33.1247,-117.2837,0.14333,4.83542,6.61417,5.82833,7.28875,5.80375,8.20917,6.545,2.66833,1.99917,2.47917,3.29292,8.16167,3.72458,3.75125,3.11375,5.43333,10.17417,10.02583,7.3975,5.3925,6.3975,4.44917,4.77042,7.35375,6.94833,8.49375,7.56167,4.63958,3.67333,2.42208,3.48708
St.Cloud,45.5339,-94.1718,0.04125,2.46417,1.06875,0.65667,1.525,2.88583,3.60583,3.52875,4.13833,6.45333,4.84792,7.57208,3.56333,1.3,1.37833,2.12125,2.00208,1.69042,1.51292,0.50708,0.52708,1.12792,2.19875,2.41792,1.60292,1.58,3.39125,3.23625,3.33208,4.34542,3.96542,3.93958
Temecula,33.4928,-117.1315,0.15167,5.27708,6.23417,6.19125,6.03042,7.7,9.18875,7.72833,2.96583,2.00333,2.50792,3.2075,8.31667,3.86583,3.46083,2.96667,5.62333,11.17792,9.63125,7.3425,5.96958,6.00458,4.6675,5.07417,6.74125,7.42417,8.85708,7.975,4.8075,3.9125,2.47792,2.9475
Clovis,36.8278,-119.6831,0.16292,5.67125,4.51375,4.94417,5.22958,6.17625,7.72167,8.8625,3.71792,5.78542,7.95,5.15833,2.64833,2.71208,1.56875,2.1075,3.44958,6.0675,3.41458,4.92708,5.54333,5.79417,6.89583,8.36958,9.325,8.76375,8.60208,8.85917,9.16667,4.5375,6.24042,3.99042
Meridian,43.6112,-116.3968,0.02083,0.55583,0.69958,0.52458,2.08375,3.08625,3.09875,2.80625,2.2275,2.41375,3.34292,1.47875,0.55125,0.50042,0.5,0.51625,0.81375,0.89958,1.8925,1.61208,1.99,0.94792,1.80375,1.83625,1.77042,2.41583,2.66417,2.86458,2.62583,1.44458,1.26333,0.865
TheWoodlands,30.1738,-95.5134,0.44458,8.61583,8.88333,10.52792,8.82333,1.87042,5.2275,7.68125,7.7975,7.97375,8.29667,8.43,2.9075,4.17625,1.81125,5.5725,5.77542,4.74333,6.29875,8.62375,9.46792,8.03917,4.31917,5.07,7.61875,9.07542,8.7625,12.96375,5.27125,7.48625,6.28583,8.86583
Ponce,18.012,-66.6198,0.1525,3.575,3.68458,4.11917,3.76875,3.05625,4.53625,4.71167,5.59625,4.75833,4.5225,4.77625,5.64375,5.45958,5.61875,3.61667,3.20792,5.64542,3.36042,2.75625,3.73292,5.12667,3.77667,3.82792,4.24708,3.6825,3.29292,3.80375,3.73333,4.21625,3.71,3.14167
Westminster,39.8837,-105.0624,0.54,3.80917,2.05625,2.45208,5.24083,16.08958,10.55083,7.06958,4.03625,3.41333,4.38792,5.62292,14.02833,10.60792,4.32417,4.185,3.9575,8.70375,5.5075,8.40917,7.37875,9.01833,4.28833,1.65542,2.68167,10.42625,7.4825,9.19625,10.38458,13.79708,4.18792,5.98792
CostaMesa,33.6667,-117.9135,0.16333,3.33125,4.91958,4.87333,4.90333,7.63458,6.34583,5.825,1.85125,2.77042,2.64958,2.875,4.5975,3.70375,4.05625,3.26375,5.235,10.91125,6.78875,5.9975,4.28875,4.73083,5.03958,5.44292,6.15875,7.85167,9.51042,3.29583,3.2075,2.64333,2.08833,3.61875
Monroe,32.5183,-92.0774,0.15792,6.15542,5.76417,3.29167,4.22333,4.21583,4.40542,6.46417,8.4525,7.90625,4.08667,4.15,3.02,2.55417,2.7375,4.5775,4.23167,4.68792,5.64458,3.83833,3.99917,2.94333,2.50208,5.26417,7.39958,10.17208,5.58875,6.07083,7.4875,4.0325,1.68792,3.6175
Utica,43.0961,-75.2260,0.11375,1.8025,2.70333,2.5675,1.93167,1.00125,2.13167,4.08333,5.415,5.795,2.73,7.6875,13.91,10.70583,15.61583,11.36292,4.90792,2.32125,5.01,9.36333,1.95583,0.95708,0.94167,0.89958,2.535,7.76,8.62417,4.49208,4.81042,7.65125,12.58458,8.21333
PompanoBeach,26.2428,-80.1312,0.4075,5.54083,6.25875,4.47583,6.04083,5.42042,6.79958,3.16667,4.39875,3.70417,2.80958,2.77542,3.93458,4.14042,4.49792,3.71,3.17167,2.76,3.39833,6.49583,7.47417,8.37083,6.49208,4.555,4.57167,1.35,2.31917,3.49417,5.27375,6.335,8.04958,5.98875
WestPalmBeach,26.7468,-80.1316,0.24167,4.0375,5.5675,4.77167,5.44542,5.43167,4.92458,2.98292,4.32875,3.67042,2.72875,2.59667,3.84833,4.05958,4.5725,3.58542,2.50917,3.65917,4.025,6.38125,5.60542,7.80083,6.49042,6.87125,3.0475,1.73458,2.07208,5.47792,6.58542,6.71417,7.74458,5.8225
Waterloo,42.492,-92.3522,0.03958,1.84708,2.295,1.61625,1.13208,2.3,3.55667,4.22292,3.65208,4.81292,5.38417,6.55292,3.51042,3.0025,1.7775,2.7225,1.80375,4.42583,2.39375,1.95,1.36667,0.88833,1.65042,4.25292,4.43917,5.35375,8.75958,5.89792,5.12833,6.71,2.38667,0.87125
Everett,47.9525,-122.1669,0.05167,2.28167,4.10833,4.26917,5.58833,4.92,7.56958,6.31542,4.7925,5.755,1.38375,1.65042,1.20167,3.74458,7.68708,12.0325,3.77833,2.03417,2.89,3.38833,3.26083,2.865,4.48125,7.42667,13.25167,15.04292,11.90833,1.60958,2.57833,2.06583,2.45583,2.50292
ElCentro,32.7867,-115.5586,0.27167,6.0125,8.46292,8.04625,10.70042,8.68917,12.10333,11.05417,8.34042,5.01,4.2875,5.86,6.35917,3.8025,3.38208,2.65792,5.19417,5.91333,11.85625,6.14583,3.70792,8.29375,6.36667,6.63625,8.22208,4.08917,7.32292,8.25042,9.87333,8.06167,9.81792,11.895
SantaFe,35.6619,-105.9819,0.1475,4.74,4.54,3.34875,2.88,1.82917,3.48375,6.61,3.6425,1.65917,1.46792,2.095,1.93292,3.19833,5.73667,2.81625,3.86,2.51958,2.14958,3.31458,3.11,3.215,2.55375,4.30625,0.65625,1.02542,1.61292,1.31542,1.77875,2.34208,3.10708,12.53167
Downey,33.9379,-118.1312,0.32292,8.8425,12.37042,8.515,15.17208,14.39958,12.06042,9.17375,4.06542,3.67542,5.43375,17.2725,10.49125,5.64875,11.06292,5.6925,17.41208,25.87625,22.54458,12.32708,10.77792,18.64208,8.43083,12.3475,13.15667,23.12958,21.18542,11.99042,16.58792,7.69792,5.67458,4.72083
SpringHill,28.4797,-82.5300,0.13833,3.08958,6.42208,4.36417,8.2075,11.14667,4.795,5.11917,4.10542,3.71792,4.08958,2.35792,2.22667,3.01083,4.44125,3.18792,2.57542,4.195,7.33125,8.37583,10.61917,8.62333,6.32708,4.18625,6.26083,5.2575,1.695,5.13292,3.17833,2.93708,4.64333,5.55542
Lowell,42.6389,-71.3217,0.29833,3.01292,1.58542,3.11125,1.09583,0.80958,1.20583,1.58917,2.855,5.50167,4.91833,4.08375,4.06375,7.17167,6.19667,12.97667,2.01458,2.19917,4.94875,13.8225,4.41375,2.06917,0.73208,0.87875,1.07792,6.6725,13.2275,5.78333,2.98375,6.82458,10.53292,14.57583
Centennial,39.5926,-104.8674,0.17917,3.85333,0.9775,0.66958,2.3025,4.57875,4.53833,5.09708,3.76208,2.59583,2.76708,5.27417,4.82833,3.5575,3.65792,2.71,2.02667,5.21458,4.42875,4.03375,5.14792,4.70125,3.26125,1.7275,2.33833,5.72958,3.91292,5.9125,5.95833,8.61208,3.60458,5.79625
Elgin,42.0385,-88.3229,0.1375,2.91625,2.34333,3.22542,3.69292,5.46583,6.09708,5.76292,6.50542,9.89792,12.90708,11.88167,6.185,5.15292,5.51708,8.6875,2.64583,9.1875,3.53917,2.13375,1.96333,1.10667,1.51542,6.50958,9.95542,12.54625,18.71167,11.85708,6.74833,7.77792,3.96125,2.86
Richmond,37.9477,-122.3390,0.08667,1.44083,1.36,2.70875,6.44083,5.95875,3.24542,3.66083,4.62875,4.55875,2.01375,1.16667,1.55625,0.8325,1.58625,3.77333,3.06208,2.52708,1.6375,3.9375,1.95917,3.81542,4.97125,6.7225,6.4175,5.61208,2.25,2.425,2.78958,3.67458,4.5725,2.4925
BrokenArrow,36.0365,-95.7809,0.17917,5.4,2.97958,1.62875,3.51458,5.50708,4.56792,4.31292,6.64375,6.27083,3.13708,2.10875,1.1025,1.1075,1.2775,1.73375,5.34875,5.36833,2.33625,2.04,3.39583,3.615,3.39917,2.51292,5.83375,5.90708,4.47708,4.68292,3.30542,3.64208,2.06042,1.45583
MiamiGardens,25.9433,-80.2426,0.44708,5.80208,6.36375,4.62042,6.3,5.3075,6.70458,3.15167,4.48583,3.62917,2.92833,2.71542,4.02208,4.14583,4.61583,3.785,2.92333,2.73375,3.3925,6.98208,8.37792,7.65833,5.79292,4.14958,4.19208,1.31958,2.13375,3.10875,5.20375,6.02375,7.83292,7.15958
Bend,44.0562,-121.3087,0.02958,0.54625,0.66292,2.30125,4.00125,3.50167,4.10958,2.92375,3.10125,3.03833,3.14167,0.51708,0.64833,0.5,0.54083,1.23083,1.05042,0.50375,0.57083,0.9675,1.52833,0.89417,1.52708,1.66625,2.345,3.66708,6.94292,4.44708,3.65417,1.05958,0.88417,0.50583
Burlington,44.4877,-73.2314,0.10458,2.35042,1.64208,1.78375,1.3175,0.65167,2.04042,3.01417,3.105,4.00042,5.24083,6.905,8.32417,5.64958,19.57167,15.00042,2.96542,3.4,7.38167,6.31958,1.45458,2.01875,1.5625,1.46417,3.40125,6.23333,8.1525,8.83375,2.94083,8.20458,8.96208,8.51292
JurupaValley,34.001,-117.4705,0.27583,15.185,14.60708,10.23917,31.97375,29.39167,24.07625,21.76667,6.43083,2.39333,9.59958,24.54333,18.98417,5.66708,5.34583,5.19667,13.85292,17.49167,15.99708,12.83875,15.57958,18.18625,12.14,18.46,19.52458,22.53333,24.31125,18.84708,14.22458,10.55667,6.89292,6.24958
SandySprings,33.9366,-84.3703,0.18042,8.31542,6.8225,3.99833,4.9575,3.55375,3.94125,12.02917,17.28625,13.28875,11.07917,4.97458,5.06958,3.13917,5.64583,10.89708,13.88875,12.76875,16.02917,10.68667,6.9225,3.95917,2.54542,3.01708,7.04792,7.78083,7.66083,4.45833,7.31833,11.64833,5.3225,2.80875
Gresham,45.5023,-122.4413,0.06292,1.73958,1.85292,3.12083,5.50542,7.1675,4.89208,6.36667,5.39333,5.73625,1.12917,1.0475,1.39958,1.46,3.24958,2.96958,1.28458,1.24167,1.21458,5.73542,2.99167,2.905,3.16417,7.75458,12.1325,14.23875,11.0125,1.4925,1.48792,2.36958,2.5425,2.65375
Lewisville,33.0452,-96.9823,0.36125,6.19375,4.21625,2.55833,2.38875,4.76917,5.57917,7.24042,7.53708,6.18792,5.00583,3.06042,3.20917,3.24042,2.33625,3.43125,6.47958,4.38208,1.88833,2.94583,4.20875,4.96542,4.56417,5.17417,6.28458,5.07375,5.345,4.97958,9.78,6.37583,3.55667,4.48875
Hillsboro,45.5272,-122.9361,0.04708,1.17917,1.15,1.92083,1.98,2.17,1.65458,2.16292,2.54,2.15958,0.75458,0.89792,0.81292,1.21083,2.54875,1.6975,0.825,0.70417,1.10708,2.38292,2.38042,2.52042,3.07958,3.29083,3.79125,4.42708,4.15667,0.63167,0.93917,2.28875,2.55208,1.46958
SanBuenaventura,34.2741,-119.2314,0.22417,6.68292,7.93083,6.35167,5.54667,5.84625,4.7375,3.52917,2.78625,3.415,3.06583,4.995,6.81917,3.85125,2.85917,3.94458,5.55083,6.86458,14.86167,8.41125,6.29792,7.50375,6.15875,8.17958,7.83875,9.43792,8.80042,5.10125,6.7125,4.06708,5.02458,5.12708
Jacksonville,34.7288,-77.3941,0.33542,4.53708,4.62333,6.39917,4.75208,4.03125,3.72292,4.83458,3.82625,3.95833,4.91792,2.49958,3.17125,4.79917,4.11458,4.47583,7.745,11.7375,18.2075,10.81125,12.21625,10.44417,7.46,1.21917,2.18583,3.34208,3.025,3.93208,1.78042,3.6475,4.2,5.40042
Pottstown,40.2507,-75.6444,0.28792,2.44375,3.57875,4.1375,2.88458,1.41375,2.21875,4.59208,7.0625,8.50542,8.68375,9.99708,10.64083,14.42667,7.31792,11.39167,5.69417,2.43958,4.04708,13.14167,6.34083,2.45542,1.30292,0.92125,2.98208,8.08708,7.91792,3.35667,3.56875,11.92708,12.08542,9.76958
Inglewood,33.9566,-118.3444,0.23542,7.32875,12.46417,7.77208,8.23917,7.09125,6.17583,4.46833,3.3175,3.15375,4.19,6.98042,8.61292,5.76208,7.92625,5.5475,17.30125,18.94292,23.57292,12.135,10.20917,17.73,7.95625,10.42875,9.94792,11.76083,11.89083,9.64042,13.87667,7.4575,4.61042,4.79292
LeagueCity,29.4873,-95.1087,0.31875,8.54333,9.6775,11.67375,11.49583,3.43917,6.02917,7.37458,6.32625,8.00583,9.05792,8.03167,3.38167,3.56292,3.69625,5.46042,5.85458,4.82042,5.66125,6.28208,8.94917,6.30958,3.45875,5.57375,8.03875,7.37792,15.38375,11.20083,1.77,3.09042,4.10083,9.54375
EauClaire,44.8199,-91.4949,0.02125,0.84833,1.375,0.50208,1.03542,2.8175,2.94542,4.09292,4.53542,3.43375,6.05083,9.68042,3.03333,3.19625,2.66083,2.05458,2.27625,2.11458,2.0875,0.67833,0.56292,0.84667,1.6675,2.80917,5.21333,5.53917,5.5675,4.93583,4.29042,5.65583,3.89875,1.72333
Turlock,37.5053,-120.8588,0.29708,1.895,1.55417,2.87625,5.83917,7.76625,7.89875,8.20792,5.91917,8.79167,8.21875,4.00042,4.07333,2.17,1.50042,4.44708,5.28125,4.74292,2.7575,5.30958,5.11125,4.965,7.1025,9.02958,10.85125,9.13542,10.25667,6.76167,4.45708,5.88458,7.0275,4.50417
Temple,31.1076,-97.3894,0.2075,5.11667,6.87875,3.68125,2.10167,3.98833,5.82417,7.16875,6.75042,4.12292,5.08708,5.40875,2.37083,4.60292,3.05833,2.81917,4.6425,2.14958,1.52208,4.40083,4.27625,3.29958,3.58,4.5,8.37625,4.92542,3.92542,3.44417,3.48583,3.26042,2.07167,4.24125
SiouxCity,42.4959,-96.3901,0.04292,1.365,1.18917,2.55667,3.87667,3.45417,4.14125,4.59125,5.20125,4.37792,4.16042,4.60792,2.98917,2.15208,1.82292,1.11583,0.80667,1.32417,2.43333,2.28042,1.44917,0.80833,1.97917,4.01917,3.27208,3.5575,3.57125,2.85792,3.63625,4.51417,1.96167,2.16667
Salisbury,38.3756,-75.5867,0.19208,3.88625,3.33333,4.10042,5.20958,2.56417,4.615,7.62292,10.32583,4.93625,6.75875,4.22167,6.15792,8.39625,4.46708,8.00875,10.44125,4.2475,3.31875,13.41167,11.11542,15.9025,3.55792,0.92208,4.62417,7.36375,5.26167,1.59542,0.97833,7.8075,7.20333,4.47792
Davie,26.0789,-80.2870,0.44708,5.80208,6.36375,4.62042,6.3,5.3075,6.70458,3.15167,4.48583,3.62917,2.92833,2.71542,4.02208,4.14583,4.61583,3.785,2.92333,2.73375,3.3925,6.98208,8.37792,7.65833,5.79292,4.14958,4.19208,1.31958,2.13375,3.10875,5.20375,6.02375,8.01958,6.6925
DalyCity,37.6862,-122.4685,0.11458,2.29917,2.04792,3.575,4.96917,5.57167,3.34458,3.14,4.27292,4.70667,1.81458,1.36708,1.59375,1.21958,2.15625,3.3625,2.77292,1.77958,1.78292,3.055,2.04375,3.99208,4.85792,5.18292,4.62458,5.93833,1.83,1.70667,2.52083,2.64583,3.57958,2.90417
HighlandsRanch,39.5419,-104.9708,0.25708,4.20292,1.67583,3.5475,5.06083,11.22375,6.71583,6.91833,4.20292,3.2825,3.67375,4.52167,8.4575,4.865,3.50583,3.33208,2.6975,6.0025,4.445,3.4875,6.88417,6.21042,3.41958,2.84792,3.40125,7.9025,5.38417,7.38125,8.07042,9.87333,3.665,5.79625
Allen,33.1088,-96.6735,0.385,6.50917,4.17833,2.37833,2.28833,4.9025,4.41542,5.77333,7.34042,5.28458,4.03542,2.845,1.02083,1.50375,1.74292,3.81125,5.3675,3.3875,2.27833,3.79875,5.22958,4.03417,3.93125,4.77292,5.87667,3.64125,4.03083,2.90833,6.98208,3.05,4.285,4.32875
WestCovina,34.0555,-117.9112,0.35125,9.17625,11.72917,8.36458,20.94333,25.70458,19.24625,14.6225,4.34833,4.51083,6.70708,20.465,12.8425,5.37458,7.38083,5.93125,14.85125,24.38417,21.35917,13.90083,10.97292,17.46542,8.24792,13.06917,13.11042,23.94875,25.98125,12.16667,13.47792,6.74417,5.34542,5.25375
Sparks,39.5729,-119.7157,0.04417,1.63417,1.67208,1.4575,1.92042,3.6925,6.45792,6.91542,3.4375,1.38417,4.48917,4.98625,1.83458,1.07333,0.5,0.5,1.04292,3.34792,3.10333,3.10917,4.15625,3.53083,3.0225,2.36333,2.4675,3.31958,6.49333,5.91042,5.5875,3.80125,4.58958,5.33333
WichitaFalls,33.9072,-98.5291,0.3425,4.89625,3.2025,1.78875,1.62667,4.15792,5.10417,5.71583,5.25208,3.49125,1.48125,2.1275,1.72417,2.28833,2.93708,1.90625,3.38,2.00875,0.80667,1.28458,2.18292,2.59375,4.17417,4.31083,3.74292,4.00083,2.5525,3.65542,5.37292,5.33792,2.31208,1.9325
SanMateo,37.5521,-122.3122,0.11458,2.29917,2.04792,3.575,4.96917,5.57167,3.34458,3.14,4.27292,4.70667,1.81458,1.36708,1.59375,1.21958,2.15625,3.3625,2.77292,1.77958,1.78292,3.055,2.04375,3.99208,4.85792,5.18292,4.62458,5.93833,1.83,1.70667,2.52083,2.64583,3.57292,2.90625
Columbia,39.2004,-76.8590,0.20375,3.93333,3.695,2.41458,3.35125,1.58958,2.85708,5.0375,7.63125,10.77542,13.07542,8.37667,9.7525,10.7625,6.75833,7.71208,7.8425,2.87,4.5125,16.25208,6.93792,7.98292,2.25875,1.16875,5.14292,10.58208,5.92375,2.64417,5.48917,10.20042,11.76208,4.70042
Norwalk,33.9069,-118.0829,0.35125,9.17625,11.72917,8.36458,20.94333,25.70458,19.24625,14.6225,4.34833,4.51083,6.70708,20.465,12.8425,5.37458,7.38083,5.93125,14.85125,24.38417,21.35917,13.90083,10.97292,17.46542,8.24792,13.06917,13.11042,23.94875,25.98125,12.16667,13.47792,6.74417,5.07583,4.72083
Rialto,34.1174,-117.3894,0.61208,17.72417,30.63917,18.06833,35.30083,29.92,27.28042,27.33583,9.95292,3.03042,21.20417,55.03583,56.31583,8.45958,4.98333,7.33708,19.47625,13.6925,18.9125,15.3125,24.30042,31.56917,18.88833,18.73333,27.81833,23.85292,27.83042,23.41125,15.62208,12.41667,9.59375,5.29542
Manteca,37.7927,-121.2264,0.17625,1.41583,1.6075,2.30042,4.93625,8.26708,7.42125,7.71583,6.98625,8.54042,5.63917,3.37833,3.91708,1.67042,1.77792,4.29458,5.23167,4.56083,2.65,5.45458,4.52,4.24,5.82417,8.52542,8.53458,9.60833,9.29375,5.52875,3.43625,4.83375,5.96625,3.50375
Arden-Arcade,38.6034,-121.3810,0.1875,1.24667,1.395,2.10833,4.27917,6.88417,6.17875,6.78333,4.86292,6.41167,4.76708,2.83792,2.475,3.30958,1.38833,2.97042,4.3425,4.3225,1.78667,5.03833,4.2775,6.06625,7.08833,8.58042,10.00542,7.88125,6.28,6.5675,5.10125,5.72792,6.40042,2.82708
ElCajon,32.8017,-116.9605,0.19667,5.2175,7.04542,7.41542,11.72583,8.36042,8.07208,7.0325,3.38667,2.20208,3.10583,4.00167,9.01167,4.09458,3.7625,4.08083,6.27667,10.50542,14.89792,8.15917,7.26958,8.09958,5.06292,6.23292,9.2575,11.7675,9.08375,10.32292,9.395,6.38917,2.97042,4.09917
Burbank,34.1879,-118.3235,0.45208,23.02917,25.415,11.53917,17.49792,17.76,16.515,12.75417,6.2125,3.26583,6.02,15.54375,23.20917,9.15333,4.18417,6.91083,9.42375,9.72125,16.91708,21.40833,25.84,31.42542,13.78625,23.15167,20.23208,21.23667,19.27833,23.03583,19.57667,14.475,7.49542,6.24667
Longmont,40.1686,-105.1005,0.18292,3.16,1.57083,0.74125,2.61708,12.36625,6.10917,3.03708,2.00292,1.7025,2.4325,2.36208,5.13083,6.69917,4.28583,3.56708,2.06708,3.18583,3.22542,5.22833,6.35625,4.89792,3.26833,1.39458,1.2775,1.87917,2.54833,4.61375,6.16833,8.88708,3.00042,5.1275
Renton,47.4784,-122.1919,0.09667,1.42583,4.34917,3.76542,5.09708,6.22,6.08042,6.75708,5.68833,8.29375,1.8025,1.59792,2.48042,4.49167,6.23625,9.31167,2.20167,1.985,2.23167,3.75125,4.04208,2.88292,4.97125,10.02167,10.4875,11.0825,15.9175,5.30125,1.78458,2.14458,2.22958,2.41167
Vista,33.1896,-117.2386,0.14333,4.83542,6.61417,5.82833,7.28875,5.80375,8.20917,6.545,2.66833,1.99917,2.47917,3.29292,8.16167,3.72458,3.75125,3.11375,5.43333,10.17417,10.02583,7.3975,5.3925,6.3975,4.44917,4.77042,7.35375,6.94833,8.49375,7.56167,4.63958,3.67333,2.42208,3.48708
Logan,41.74,-111.8419,0.02875,0.625,0.83333,0.62667,0.90833,1.67,2.52917,2.0625,1.33667,1.74792,2.71208,4.46125,4.4675,2.95708,1.6125,4.75458,1.92333,1.05333,1.92292,1.20792,1.26792,1.71833,1.08958,2.9075,1.90583,1.88125,2.19667,2.2675,2.48208,3.77292,3.83083,5.85792
PrescottValley,34.5983,-112.3176,0.15917,5.54,5.91125,4.46875,4.15125,3.91,5.785,6.33042,3.80917,6.49542,4.76833,4.60375,6.34792,7.17958,2.53,3.41708,1.88083,2.565,2.37833,4.82167,4.53458,5.205,3.2,4.50583,5.45542,3.90125,4.68,5.19708,7.135,7.88625,4.92,3.77917
